Time,Value,Week,1DayAgoValue,1HourAgoValue
2018-04-09 04:00:00,3.9679999999934807,0,4.429000000003725,4.032000000006519
2018-04-09 05:00:00,4.429000000003725,0,3.5709999999962747,3.9679999999934807
2018-04-09 06:00:00,3.5709999999962747,0,4.032000000006519,4.429000000003725
2018-04-09 07:00:00,4.032000000006519,0,4.992000000085682,3.5709999999962747
2018-04-09 08:00:00,6.975999999907799,0,6.404999999911524,4.032000000006519
2018-04-09 09:00:00,7.421000000089407,0,6.586999999941327,6.975999999907799
2018-04-09 10:00:00,3.0,0,7.413000000058673,7.421000000089407
2018-04-09 11:00:00,8.586999999941327,0,6.603000000002794,3.0
2018-04-09 12:00:00,3.008000000147149,0,4.992000000085682,8.586999999941327
2018-04-09 13:00:00,9.404999999911524,0,9.404999999911524,3.008000000147149
2018-04-09 14:00:00,5.0,0,6.595000000088476,9.404999999911524
2018-04-09 15:00:00,6.586999999941327,0,6.975999999907799,5.0
2018-04-09 16:00:00,6.413000000058673,0,8.0,6.586999999941327
2018-04-09 17:00:00,4.595000000088476,0,6.015999999945052,6.413000000058673
2018-04-09 18:00:00,6.404999999911524,0,8.0,4.595000000088476
2018-04-09 19:00:00,6.586999999941327,0,6.413000000058673,6.404999999911524
2018-04-09 20:00:00,7.413000000058673,0,6.578999999910593,6.586999999941327
2018-04-09 21:00:00,5.578999999910593,0,6.016000000177883,7.413000000058673
2018-04-09 22:00:00,6.016000000177883,0,6.975999999907799,5.578999999910593
2018-04-09 23:00:00,4.404999999911524,0,4.032000000006519,6.016000000177883
2018-04-10 00:00:00,3.5950000000884756,1,3.396999999997206,4.404999999911524
2018-04-10 01:00:00,4.404999999911524,1,5.0,3.5950000000884756
2018-04-10 02:00:00,3.5950000000884756,1,3.5709999999962747,4.404999999911524
2018-04-10 03:00:00,4.404999999911524,1,4.032000000006519,3.5950000000884756
2018-04-10 04:00:00,3.5950000000884756,1,3.9679999999934807,4.404999999911524
2018-04-10 05:00:00,4.404999999911524,1,4.429000000003725,3.5950000000884756
2018-04-10 06:00:00,5.0,1,3.5709999999962747,4.404999999911524
2018-04-10 07:00:00,3.5869999999413267,1,4.032000000006519,5.0
2018-04-10 08:00:00,6.413000000058673,1,6.975999999907799,3.5869999999413267
2018-04-10 09:00:00,6.0,1,7.421000000089407,6.413000000058673
